,min_p_e,max_p_e,min_th_e,max_th_e,max_p_pi,min_th_pi,max_th_pi
0,4.83394984493917,5.9081609215923185,0.264039969272168,0.32803996927216794,6.3882592156696925,0.25657475170509836,0.2925747517050984
1,3.3951347984209206,4.1496091980700145,0.3720317723980914,0.4360317723980913,8.393917453996693,0.184277890979369,0.22027789097936898
2,1.80274934763906,2.2033603137810736,0.6086544553767949,0.6726544553767949,10.643445595306433,0.11289969389957503,0.14889969389957503
3,2.4359247674087547,2.9772413823884785,0.4825525657110974,0.5465525657110974,9.72946680914846,0.14030595070012214,0.17630595070012212
